Record Length,2.500000e+03,,  -0.000000025000,  -0.48000,
Sample Interval,2.000000e-11,,  -0.000000024980,  -0.48000,
Trigger Point,1.250000000000e+03,,  -0.000000024960,  -0.48000,
,,,  -0.000000024940,  -0.48000,
,,,  -0.000000024920,  -0.48000,
,,,  -0.000000024900,  -0.48000,
Source,CH3,,  -0.000000024880,  -0.48000,
Vertical Units,V,,  -0.000000024860,  -0.48000,
Vertical Scale,1.000000e+00,,  -0.000000024840,  -0.48000,
Vertical Offset,4.000000e+00,,  -0.000000024820,  -0.48000,
Horizontal Units,s,,  -0.000000024800,  -0.48000,
Horizontal Scale,5.000000e-09,,  -0.000000024780,  -0.48000,
Pt Fmt,Y,,  -0.000000024760,  -0.48000,
Yzero,0.000000e+00,,  -0.000000024740,  -0.48000,
Probe Atten,1.000000e+01,,  -0.000000024720,  -0.48000,
Model Number,TDS2024C,,  -0.000000024700,  -0.48000,
Serial Number,C057600,,  -0.000000024680,  -0.48000,
Firmware Version,FV:v24.26,,  -0.000000024660,  -0.48000,
,,,-00.000000024640,  -0.48000,
,,,-00.000000024620,  -0.48000,
,,,-00.000000024600,  -0.48000,
,,,-00.000000024580,  -0.48000,
,,,-00.000000024560,  -0.48000,
,,,-00.000000024540,  -0.48000,
,,,-00.000000024520,  -0.48000,
,,,-00.000000024500,  -0.48000,
,,,-00.000000024480,  -0.48000,
,,,-00.000000024460,  -0.48000,
,,,-00.000000024440,  -0.48000,
,,,-00.000000024420,  -0.48000,
,,,-00.000000024400,  -0.48000,
,,,-00.000000024380,  -0.48000,
,,,-00.000000024360,  -0.48000,
,,,-00.000000024340,  -0.48000,
,,,-00.000000024320,  -0.48000,
,,,-00.000000024300,  -0.48000,
,,,-00.000000024280,  -0.48000,
,,,-00.000000024260,  -0.48000,
,,,-00.000000024240,  -0.48000,
,,,-00.000000024220,  -0.48000,
,,,-00.000000024200,  -0.44000,
,,,-00.000000024180,  -0.44000,
,,,-00.000000024160,  -0.44000,
,,,-00.000000024140,  -0.48000,
,,,-00.000000024120,  -0.48000,
,,,-00.000000024100,  -0.48000,
,,,-00.000000024080,  -0.48000,
,,,-00.000000024060,  -0.48000,
,,,-00.000000024040,  -0.48000,
,,,-00.000000024020,  -0.44000,
,,,-00.000000024000,  -0.44000,
,,,-00.000000023980,  -0.44000,
,,,-00.000000023960,  -0.44000,
,,,-00.000000023940,  -0.44000,
,,,-00.000000023920,  -0.44000,
,,,-00.000000023900,  -0.44000,
,,,-00.000000023880,  -0.44000,
,,,-00.000000023860,  -0.44000,
,,,-00.000000023840,  -0.44000,
,,,-00.000000023820,  -0.44000,
,,,-00.000000023800,  -0.44000,
,,,-00.000000023780,  -0.44000,
,,,-00.000000023760,  -0.44000,
,,,-00.000000023740,  -0.44000,
,,,-00.000000023720,  -0.44000,
,,,-00.000000023700,  -0.44000,
,,,-00.000000023680,  -0.44000,
,,,-00.000000023660,  -0.44000,
,,,-00.000000023640,  -0.44000,
,,,-00.000000023620,  -0.44000,
,,,-00.000000023600,  -0.44000,
,,,-00.000000023580,  -0.44000,
,,,-00.000000023560,  -0.44000,
,,,-00.000000023540,  -0.44000,
,,,-00.000000023520,  -0.44000,
,,,-00.000000023500,  -0.44000,
,,,-00.000000023480,  -0.44000,
,,,-00.000000023460,  -0.44000,
,,,-00.000000023440,  -0.44000,
,,,-00.000000023420,  -0.44000,
,,,-00.000000023400,  -0.44000,
,,,-00.000000023380,  -0.44000,
,,,-00.000000023360,  -0.44000,
,,,-00.000000023340,  -0.44000,
,,,-00.000000023320,  -0.44000,
,,,-00.000000023300,  -0.44000,
,,,-00.000000023280,  -0.44000,
,,,-00.000000023260,  -0.44000,
,,,-00.000000023240,  -0.44000,
,,,-00.000000023220,  -0.44000,
,,,-00.000000023200,  -0.44000,
,,,-00.000000023180,  -0.44000,
,,,-00.000000023160,  -0.44000,
,,,-00.000000023140,  -0.44000,
,,,-00.000000023120,  -0.44000,
,,,-00.000000023100,  -0.44000,
,,,-00.000000023080,  -0.44000,
,,,-00.000000023060,  -0.44000,
,,,-00.000000023040,  -0.44000,
,,,-00.000000023020,  -0.44000,
,,,-00.000000023000,  -0.44000,
,,,-00.000000022980,  -0.44000,
,,,-00.000000022960,  -0.44000,
,,,-00.000000022940,  -0.44000,
,,,-00.000000022920,  -0.44000,
,,,-00.000000022900,  -0.44000,
,,,-00.000000022880,  -0.44000,
,,,-00.000000022860,  -0.44000,
,,,-00.000000022840,  -0.44000,
,,,-00.000000022820,  -0.44000,
,,,-00.000000022800,  -0.44000,
,,,-00.000000022780,  -0.44000,
,,,-00.000000022760,  -0.44000,
,,,-00.000000022740,  -0.44000,
,,,-00.000000022720,  -0.44000,
,,,-00.000000022700,  -0.44000,
,,,-00.000000022680,  -0.44000,
,,,-00.000000022660,  -0.44000,
,,,-00.000000022640,  -0.44000,
,,,-00.000000022620,  -0.44000,
,,,-00.000000022600,  -0.44000,
,,,-00.000000022580,  -0.44000,
,,,-00.000000022560,  -0.44000,
,,,-00.000000022540,  -0.44000,
,,,-00.000000022520,  -0.44000,
,,,-00.000000022500,  -0.44000,
,,,-00.000000022480,  -0.44000,
,,,-00.000000022460,  -0.44000,
,,,-00.000000022440,  -0.44000,
,,,-00.000000022420,  -0.44000,
,,,-00.000000022400,  -0.44000,
,,,-00.000000022380,  -0.44000,
,,,-00.000000022360,  -0.44000,
,,,-00.000000022340,  -0.44000,
,,,-00.000000022320,  -0.44000,
,,,-00.000000022300,  -0.44000,
,,,-00.000000022280,  -0.44000,
,,,-00.000000022260,  -0.44000,
,,,-00.000000022240,  -0.44000,
,,,-00.000000022220,  -0.44000,
,,,-00.000000022200,  -0.44000,
,,,-00.000000022180,  -0.44000,
,,,-00.000000022160,  -0.44000,
,,,-00.000000022140,  -0.44000,
,,,-00.000000022120,  -0.44000,
,,,-00.000000022100,  -0.44000,
,,,-00.000000022080,  -0.44000,
,,,-00.000000022060,  -0.44000,
,,,-00.000000022040,  -0.44000,
,,,-00.000000022020,  -0.44000,
,,,-00.000000022000,  -0.44000,
,,,-00.000000021980,  -0.44000,
,,,-00.000000021960,  -0.44000,
,,,-00.000000021940,  -0.44000,
,,,-00.000000021920,  -0.44000,
